  0.00000000E+00 -0.10410821E-02 -0.10847151E-02 -0.76490282E+01
  0.56340304E-03 -0.10587867E-02 -0.10799855E-02 -0.76493424E+01
  0.11268061E-02 -0.10782167E-02 -0.10722552E-02 -0.76495463E+01
  0.16902091E-02 -0.10993751E-02 -0.10615143E-02 -0.76496398E+01
  0.22536122E-02 -0.11222637E-02 -0.10477547E-02 -0.76496229E+01
  0.28170152E-02 -0.11468835E-02 -0.10309705E-02 -0.76494957E+01
  0.33804183E-02 -0.11732339E-02 -0.10111579E-02 -0.76492582E+01
  0.39438213E-02 -0.12013136E-02 -0.98831509E-03 -0.76489105E+01
  0.45072244E-02 -0.12311197E-02 -0.96244222E-03 -0.76484525E+01
  0.50706274E-02 -0.12626484E-02 -0.93354161E-03 -0.76478845E+01
  0.56340304E-02 -0.12958950E-02 -0.90161760E-03 -0.76472064E+01
  0.61974335E-02 -0.13308532E-02 -0.86667660E-03 -0.76464185E+01
  0.67608365E-02 -0.13675160E-02 -0.82872704E-03 -0.76455209E+01
  0.73242396E-02 -0.14058751E-02 -0.78777942E-03 -0.76445138E+01
  0.78876426E-02 -0.14459211E-02 -0.74384630E-03 -0.76433972E+01
  0.84510457E-02 -0.14876437E-02 -0.69694225E-03 -0.76421715E+01
  0.90144487E-02 -0.15310312E-02 -0.64708389E-03 -0.76408367E+01
  0.95778518E-02 -0.15760711E-02 -0.59428987E-03 -0.76393932E+01
  0.10141255E-01 -0.16227498E-02 -0.53858085E-03 -0.76378412E+01
  0.10704658E-01 -0.16710526E-02 -0.47997950E-03 -0.76361810E+01
  0.11268061E-01 -0.17209639E-02 -0.41851049E-03 -0.76344127E+01
  0.11831464E-01 -0.17724669E-02 -0.35420047E-03 -0.76325368E+01
  0.12394867E-01 -0.18255440E-02 -0.28707806E-03 -0.76305534E+01
  0.12958270E-01 -0.18801764E-02 -0.21717385E-03 -0.76284630E+01
  0.13521673E-01 -0.19363447E-02 -0.14452036E-03 -0.76262659E+01
  0.14085076E-01 -0.19940280E-02 -0.69152047E-04 -0.76239624E+01
  0.14648479E-01 -0.20532049E-02  0.88947221E-05 -0.76215529E+01
  0.15211882E-01 -0.21138530E-02  0.89581693E-04 -0.76190378E+01
  0.15775285E-01 -0.21759489E-02  0.17286874E-03 -0.76164175E+01
  0.16338688E-01 -0.22394682E-02  0.25871387E-03 -0.76136923E+01
  0.16902091E-01 -0.23043860E-02  0.34707327E-03 -0.76108628E+01
  0.17465494E-01 -0.23706761E-02  0.43790132E-03 -0.76079294E+01
  0.18028897E-01 -0.24383118E-02  0.53115060E-03 -0.76048925E+01
  0.18592300E-01 -0.25072655E-02  0.62677193E-03 -0.76017526E+01
  0.19155704E-01 -0.25775087E-02  0.72471439E-03 -0.75985102E+01
  0.19719107E-01 -0.26490122E-02  0.82492534E-03 -0.75951658E+01
  0.20282510E-01 -0.27217460E-02  0.92735045E-03 -0.75917199E+01
  0.20845913E-01 -0.27956794E-02  0.10319337E-02 -0.75881730E+01
  0.21409316E-01 -0.28707810E-02  0.11386176E-02 -0.75845256E+01
  0.21972719E-01 -0.29470186E-02  0.12473427E-02 -0.75807784E+01
  0.22536122E-01 -0.30243594E-02  0.13580484E-02 -0.75769319E+01
  0.23099525E-01 -0.31027699E-02  0.14706722E-02 -0.75729867E+01
  0.23662928E-01 -0.31822161E-02  0.15851502E-02 -0.75689432E+01
  0.24226331E-01 -0.32626630E-02  0.17014172E-02 -0.75648023E+01
  0.24789734E-01 -0.33440755E-02  0.18194062E-02 -0.75605644E+01
  0.25353137E-01 -0.34264176E-02  0.19390490E-02 -0.75562301E+01
  0.25916540E-01 -0.35096528E-02  0.20602760E-02 -0.75518002E+01
  0.26479943E-01 -0.35937441E-02  0.21830162E-02 -0.75472753E+01
  0.27043346E-01 -0.36786540E-02  0.23071972E-02 -0.75426559E+01
  0.27606749E-01 -0.37643444E-02  0.24327455E-02 -0.75379429E+01
  0.28170152E-01 -0.38507770E-02  0.25595860E-02 -0.75331368E+01
  0.28733555E-01 -0.39379127E-02  0.26876429E-02 -0.75282383E+01
  0.29296958E-01 -0.40257122E-02  0.28168386E-02 -0.75232481E+01
  0.29860361E-01 -0.41141357E-02  0.29470949E-02 -0.75181670E+01
  0.30423764E-01 -0.42031431E-02  0.30783321E-02 -0.75129956E+01
  0.30987167E-01 -0.42926939E-02  0.32104695E-02 -0.75077346E+01
  0.31550571E-01 -0.43827472E-02  0.33434256E-02 -0.75023848E+01
  0.32113974E-01 -0.44732619E-02  0.34771177E-02 -0.74969470E+01
  0.32677377E-01 -0.45641964E-02  0.36114619E-02 -0.74914217E+01
  0.33240780E-01 -0.46555090E-02  0.37463738E-02 -0.74858099E+01
  0.33804183E-01 -0.47471578E-02  0.38817679E-02 -0.74801122E+01
  0.34367586E-01 -0.48391004E-02  0.40175577E-02 -0.74743295E+01
  0.34930989E-01 -0.49312944E-02  0.41536562E-02 -0.74684623E+01
  0.35494392E-01 -0.50236972E-02  0.42899753E-02 -0.74625117E+01
  0.36057795E-01 -0.51162660E-02  0.44264264E-02 -0.74564782E+01
  0.36621198E-01 -0.52089577E-02  0.45629200E-02 -0.74503628E+01
  0.37184601E-01 -0.53017292E-02  0.46993660E-02 -0.74441661E+01
  0.37748004E-01 -0.53945374E-02  0.48356737E-02 -0.74378890E+01
  0.38311407E-01 -0.54873388E-02  0.49717518E-02 -0.74315323E+01
  0.38874810E-01 -0.55800902E-02  0.51075084E-02 -0.74250967E+01
  0.39438213E-01 -0.56727480E-02  0.52428510E-02 -0.74185831E+01
  0.40001616E-01 -0.57652687E-02  0.53776868E-02 -0.74119923E+01
  0.40565019E-01 -0.58576088E-02  0.55119225E-02 -0.74053250E+01
  0.41128422E-01 -0.59497249E-02  0.56454642E-02 -0.73985821E+01
  0.41691825E-01 -0.60415734E-02  0.57782179E-02 -0.73917644E+01
  0.42255228E-01 -0.61331108E-02  0.59100891E-02 -0.73848728E+01
  0.42818631E-01 -0.62242938E-02  0.60409830E-02 -0.73779079E+01
  0.43382034E-01 -0.63150789E-02  0.61708046E-02 -0.73708707E+01
  0.43945437E-01 -0.64054229E-02  0.62994586E-02 -0.73637619E+01
  0.44508841E-01 -0.64952827E-02  0.64268496E-02 -0.73565824E+01
  0.45072244E-01 -0.65846151E-02  0.65528819E-02 -0.73493330E+01
  0.45635647E-01 -0.66733773E-02  0.66774598E-02 -0.73420145E+01
  0.46199050E-01 -0.67615265E-02  0.68004874E-02 -0.73346277E+01
  0.46762453E-01 -0.68490200E-02  0.69218690E-02 -0.73271734E+01
  0.47325856E-01 -0.69358154E-02  0.70415084E-02 -0.73196524E+01
  0.47889259E-01 -0.70218704E-02  0.71593100E-02 -0.73120656E+01
  0.48452662E-01 -0.71071429E-02  0.72751777E-02 -0.73044138E+01
  0.49016065E-01 -0.71915912E-02  0.73890159E-02 -0.72966978E+01
  0.49579468E-01 -0.72751735E-02  0.75007288E-02 -0.72889183E+01
  0.50142871E-01 -0.73578486E-02  0.76102209E-02 -0.72810762E+01
  0.50706274E-01 -0.74395751E-02  0.77173969E-02 -0.72731723E+01
  0.51269677E-01 -0.75203123E-02  0.78221615E-02 -0.72652073E+01
  0.51833080E-01 -0.76000195E-02  0.79244200E-02 -0.72571822E+01
  0.52396483E-01 -0.76786563E-02  0.80240775E-02 -0.72490975E+01
  0.52959886E-01 -0.77561828E-02  0.81210398E-02 -0.72409543E+01
  0.53523289E-01 -0.78325591E-02  0.82152128E-02 -0.72327532E+01
  0.54086692E-01 -0.79077458E-02  0.83065028E-02 -0.72244949E+01
  0.54650095E-01 -0.79817037E-02  0.83948165E-02 -0.72161804E+01
  0.55213498E-01 -0.80543941E-02  0.84800610E-02 -0.72078103E+01
  0.55776901E-01 -0.81257784E-02  0.85621437E-02 -0.71993854E+01
  0.56340304E-01 -0.81958185E-02  0.86409727E-02 -0.71909065E+01
  0.56903708E-01 -0.82644766E-02  0.87164564E-02 -0.71823742E+01
  0.57467111E-01 -0.83317151E-02  0.87885037E-02 -0.71737895E+01
  0.58030514E-01 -0.83974971E-02  0.88570243E-02 -0.71651529E+01
  0.58593917E-01 -0.84617857E-02  0.89219280E-02 -0.71564653E+01
  0.59157320E-01 -0.85245446E-02  0.89831256E-02 -0.71477273E+01
  0.59720723E-01 -0.85857376E-02  0.90405283E-02 -0.71389396E+01
  0.60284126E-01 -0.86453293E-02  0.90940480E-02 -0.71301031E+01
  0.60847529E-01 -0.87032842E-02  0.91435971E-02 -0.71212183E+01
  0.61410932E-01 -0.87595675E-02  0.91890889E-02 -0.71122860E+01
  0.61974335E-01 -0.88141446E-02  0.92304371E-02 -0.71033069E+01
  0.62537738E-01 -0.88669815E-02  0.92675565E-02 -0.70942816E+01
  0.63101141E-01 -0.89180443E-02  0.93003622E-02 -0.70852108E+01
  0.63664544E-01 -0.89672997E-02  0.93287703E-02 -0.70760952E+01
  0.64227947E-01 -0.90147147E-02  0.93526977E-02 -0.70669354E+01
  0.64791350E-01 -0.90602567E-02  0.93720619E-02 -0.70577321E+01
  0.65354753E-01 -0.91038934E-02  0.93867813E-02 -0.70484859E+01
  0.65918156E-01 -0.91455930E-02  0.93967752E-02 -0.70391974E+01
  0.66481559E-01 -0.91853241E-02  0.94019636E-02 -0.70298673E+01
  0.67044962E-01 -0.92230556E-02  0.94022673E-02 -0.70204961E+01
  0.67608365E-01 -0.92587567E-02  0.93976082E-02 -0.70110845E+01
  0.68171768E-01 -0.92923973E-02  0.93879088E-02 -0.70016330E+01
  0.68735171E-01 -0.93239473E-02  0.93730928E-02 -0.69921422E+01
  0.69298575E-01 -0.93533772E-02  0.93530845E-02 -0.69826127E+01
  0.69861978E-01 -0.93806578E-02  0.93278092E-02 -0.69730451E+01
  0.70425381E-01 -0.94057604E-02  0.92971934E-02 -0.69634398E+01
  0.70988784E-01 -0.94286564E-02  0.92611641E-02 -0.69537975E+01
  0.71552187E-01 -0.94493177E-02  0.92196495E-02 -0.69441186E+01
  0.72115590E-01 -0.94677167E-02  0.91725789E-02 -0.69344037E+01
  0.72678993E-01 -0.94838259E-02  0.91198823E-02 -0.69246533E+01
  0.73242396E-01 -0.94976183E-02  0.90614908E-02 -0.69148678E+01
  0.73805799E-01 -0.95090673E-02  0.89973365E-02 -0.69050477E+01
  0.74369202E-01 -0.95181465E-02  0.89273525E-02 -0.68951936E+01
  0.74932605E-01 -0.95248299E-02  0.88514729E-02 -0.68853058E+01
  0.75496008E-01 -0.95290918E-02  0.87696328E-02 -0.68753849E+01
  0.76059411E-01 -0.95309069E-02  0.86817685E-02 -0.68654312E+01
  0.76622814E-01 -0.95302501E-02  0.85878170E-02 -0.68554452E+01
  0.77186217E-01 -0.95270968E-02  0.84877166E-02 -0.68454273E+01
  0.77749620E-01 -0.95214224E-02  0.83814067E-02 -0.68353779E+01
  0.78313023E-01 -0.95132029E-02  0.82688275E-02 -0.68252973E+01
  0.78876426E-01 -0.95024145E-02  0.81499204E-02 -0.68151860E+01
  0.79439829E-01 -0.94890336E-02  0.80246278E-02 -0.68050444E+01
  0.80003232E-01 -0.94730369E-02  0.78928934E-02 -0.67948727E+01
  0.80566635E-01 -0.94544016E-02  0.77546617E-02 -0.67846713E+01
  0.81130038E-01 -0.94331048E-02  0.76098785E-02 -0.67744406E+01
  0.81693441E-01 -0.94091242E-02  0.74584903E-02 -0.67641809E+01
  0.82256845E-01 -0.93824374E-02  0.73004452E-02 -0.67538924E+01
  0.82820248E-01 -0.93530227E-02  0.71356921E-02 -0.67435755E+01
  0.83383651E-01 -0.93208582E-02  0.69641809E-02 -0.67332305E+01
  0.83947054E-01 -0.92859224E-02  0.67858629E-02 -0.67228575E+01
  0.84510457E-01 -0.92481942E-02  0.66006902E-02 -0.67124570E+01
  0.85073860E-01 -0.92076525E-02  0.64086162E-02 -0.67020291E+01
  0.85637263E-01 -0.91642764E-02  0.62095954E-02 -0.66915740E+01
  0.86200666E-01 -0.91180454E-02  0.60035831E-02 -0.66810920E+01
  0.86764069E-01 -0.90689389E-02  0.57905362E-02 -0.66705833E+01
  0.87327472E-01 -0.90169368E-02  0.55704123E-02 -0.66600481E+01
  0.87890875E-01 -0.89620190E-02  0.53431703E-02 -0.66494866E+01
  0.88454278E-01 -0.89041656E-02  0.51087702E-02 -0.66388989E+01
  0.89017681E-01 -0.88433570E-02  0.48671730E-02 -0.66282852E+01
  0.89581084E-01 -0.87795735E-02  0.46183409E-02 -0.66176456E+01
  0.90144487E-01 -0.87127958E-02  0.43622373E-02 -0.66069804E+01
  0.90707890E-01 -0.86430046E-02  0.40988264E-02 -0.65962896E+01
  0.91271293E-01 -0.85701808E-02  0.38280739E-02 -0.65855733E+01
  0.91834696E-01 -0.84943055E-02  0.35499464E-02 -0.65748316E+01
  0.92398099E-01 -0.84153598E-02  0.32644116E-02 -0.65640647E+01
  0.92961502E-01 -0.83333250E-02  0.29714384E-02 -0.65532726E+01
  0.93524905E-01 -0.82481825E-02  0.26709966E-02 -0.65424554E+01
  0.94088308E-01 -0.81599138E-02  0.23630574E-02 -0.65316131E+01
  0.94651712E-01 -0.80685006E-02  0.20475930E-02 -0.65207457E+01
  0.95215115E-01 -0.79739245E-02  0.17245767E-02 -0.65098534E+01
  0.95778518E-01 -0.78761675E-02  0.13939827E-02 -0.64989361E+01
  0.96341921E-01 -0.77752113E-02  0.10557867E-02 -0.64879939E+01
  0.96905324E-01 -0.76710381E-02  0.70996528E-03 -0.64770267E+01
  0.97468727E-01 -0.75636298E-02  0.35649606E-03 -0.64660346E+01
  0.98032130E-01 -0.74529686E-02 -0.46421100E-05 -0.64550174E+01
  0.98595533E-01 -0.73390367E-02 -0.37346931E-03 -0.64439753E+01
  0.99158936E-01 -0.72218165E-02 -0.75000452E-03 -0.64329081E+01
  0.99722339E-01 -0.71012903E-02 -0.11342656E-02 -0.64218157E+01
  0.10028574E+00 -0.69774406E-02 -0.15262694E-02 -0.64106982E+01
  0.10084915E+00 -0.68502497E-02 -0.19260316E-02 -0.63995555E+01
  0.10141255E+00 -0.67197002E-02 -0.23335667E-02 -0.63883874E+01
  0.10197595E+00 -0.65857747E-02 -0.27488883E-02 -0.63771939E+01
  0.10253935E+00 -0.64484559E-02 -0.31720087E-02 -0.63659749E+01
  0.10310276E+00 -0.63077264E-02 -0.36029392E-02 -0.63547302E+01
  0.10366616E+00 -0.61635690E-02 -0.40416901E-02 -0.63434598E+01
  0.10422956E+00 -0.60159663E-02 -0.44882705E-02 -0.63321635E+01
  0.10479297E+00 -0.58649014E-02 -0.49426883E-02 -0.63208411E+01
  0.10535637E+00 -0.57103569E-02 -0.54049506E-02 -0.63094926E+01
  0.10591977E+00 -0.55523158E-02 -0.58750631E-02 -0.62981177E+01
  0.10648318E+00 -0.53907611E-02 -0.63530307E-02 -0.62867163E+01
  0.10704658E+00 -0.52256756E-02 -0.68388569E-02 -0.62752882E+01
  0.10760998E+00 -0.50570426E-02 -0.73325444E-02 -0.62638332E+01
  0.10817338E+00 -0.48848449E-02 -0.78340946E-02 -0.62523511E+01
  0.10873679E+00 -0.47090658E-02 -0.83435080E-02 -0.62408418E+01
  0.10930019E+00 -0.45296883E-02 -0.88607839E-02 -0.62293050E+01
  0.10986359E+00 -0.43466957E-02 -0.93859205E-02 -0.62177405E+01
  0.11042700E+00 -0.41600711E-02 -0.99189149E-02 -0.62061481E+01
  0.11099040E+00 -0.39697980E-02 -0.10459763E-01 -0.61945275E+01
  0.11155380E+00 -0.37758597E-02 -0.11008461E-01 -0.61828786E+01
  0.11211721E+00 -0.35782394E-02 -0.11565001E-01 -0.61712010E+01
  0.11268061E+00 -0.33769208E-02 -0.12129376E-01 -0.61594944E+01
  0.11324401E+00 -0.31718873E-02 -0.12701579E-01 -0.61477588E+01
  0.11380742E+00 -0.29631225E-02 -0.13281600E-01 -0.61359936E+01
  0.11437082E+00 -0.27506100E-02 -0.13869428E-01 -0.61241988E+01
  0.11493422E+00 -0.25343336E-02 -0.14465053E-01 -0.61123740E+01
  0.11549762E+00 -0.23142771E-02 -0.15068461E-01 -0.61005190E+01
  0.11606103E+00 -0.20904244E-02 -0.15679638E-01 -0.60886334E+01
  0.11662443E+00 -0.18627594E-02 -0.16298570E-01 -0.60767169E+01
  0.11718783E+00 -0.16312662E-02 -0.16925242E-01 -0.60647692E+01
  0.11775124E+00 -0.13959290E-02 -0.17559635E-01 -0.60527901E+01
  0.11831464E+00 -0.11567320E-02 -0.18201732E-01 -0.60407792E+01
  0.11887804E+00 -0.91365970E-03 -0.18851515E-01 -0.60287362E+01
  0.11944145E+00 -0.66669654E-03 -0.19508962E-01 -0.60166608E+01
  0.12000485E+00 -0.41582716E-03 -0.20174052E-01 -0.60045526E+01
  0.12056825E+00 -0.16103635E-03 -0.20846763E-01 -0.59924114E+01
  0.12113165E+00  0.97690989E-04 -0.21527072E-01 -0.59802367E+01
  0.12169506E+00  0.36036979E-03 -0.22214953E-01 -0.59680283E+01
  0.12225846E+00  0.62701483E-03 -0.22910382E-01 -0.59557857E+01
  0.12282186E+00  0.89764071E-03 -0.23613331E-01 -0.59435088E+01
  0.12338527E+00  0.11722619E-02 -0.24323773E-01 -0.59311970E+01
  0.12394867E+00  0.14508926E-02 -0.25041678E-01 -0.59188501E+01
