  0.00000000E+00  0.42052025E+00  0.29709537E-17
  0.10000000E-01  0.42049524E+00  0.34919981E-01
  0.20000000E-01  0.42042015E+00  0.69861522E-01
  0.30000000E-01  0.42029485E+00  0.10484624E+00
  0.40000000E-01  0.42011912E+00  0.13989587E+00
  0.50000000E-01  0.41989266E+00  0.17503230E+00
  0.60000000E-01  0.41961506E+00  0.21027769E+00
  0.70000000E-01  0.41928584E+00  0.24565443E+00
  0.80000000E-01  0.41890443E+00  0.28118529E+00
  0.90000000E-01  0.41847015E+00  0.31689341E+00
  0.10000000E+00  0.41798224E+00  0.35280236E+00
  0.11000000E+00  0.41743985E+00  0.38893624E+00
  0.12000000E+00  0.41684202E+00  0.42531966E+00
  0.13000000E+00  0.41618770E+00  0.46197781E+00
  0.14000000E+00  0.41547575E+00  0.49893652E+00
  0.15000000E+00  0.41470492E+00  0.53622229E+00
  0.16000000E+00  0.41387385E+00  0.57386231E+00
  0.17000000E+00  0.41298108E+00  0.61188453E+00
  0.18000000E+00  0.41202504E+00  0.65031764E+00
  0.19000000E+00  0.41100405E+00  0.68919114E+00
  0.20000000E+00  0.40991631E+00  0.72853538E+00
  0.21000000E+00  0.40875991E+00  0.76838150E+00
  0.22000000E+00  0.40753281E+00  0.80876154E+00
  0.23000000E+00  0.40623283E+00  0.84970838E+00
  0.24000000E+00  0.40485769E+00  0.89125581E+00
  0.25000000E+00  0.40340494E+00  0.93343848E+00
  0.26000000E+00  0.40187200E+00  0.97629191E+00
  0.27000000E+00  0.40025614E+00  0.10198525E+01
  0.28000000E+00  0.39855450E+00  0.10641576E+01
  0.29000000E+00  0.39676402E+00  0.11092452E+01
  0.30000000E+00  0.39488150E+00  0.11551544E+01
  0.31000000E+00  0.39290355E+00  0.12019249E+01
  0.32000000E+00  0.39082660E+00  0.12495971E+01
  0.33000000E+00  0.38864690E+00  0.12982125E+01
  0.34000000E+00  0.38636047E+00  0.13478128E+01
  0.35000000E+00  0.38396316E+00  0.13984408E+01
  0.36000000E+00  0.38145056E+00  0.14501396E+01
  0.37000000E+00  0.37881803E+00  0.15029530E+01
  0.38000000E+00  0.37606072E+00  0.15569251E+01
  0.39000000E+00  0.37317347E+00  0.16121005E+01
  0.40000000E+00  0.37015089E+00  0.16685243E+01
  0.41000000E+00  0.36698727E+00  0.17262416E+01
  0.42000000E+00  0.36367662E+00  0.17852978E+01
  0.43000000E+00  0.36021261E+00  0.18457382E+01
  0.44000000E+00  0.35658861E+00  0.19076084E+01
  0.45000000E+00  0.35279758E+00  0.19709537E+01
  0.46000000E+00  0.34883215E+00  0.20358192E+01
  0.47000000E+00  0.34468454E+00  0.21022498E+01
  0.48000000E+00  0.34034656E+00  0.21702899E+01
  0.49000000E+00  0.33580957E+00  0.22399836E+01
  0.50000000E+00  0.33106449E+00  0.23113743E+01
  0.51000000E+00  0.32610175E+00  0.23845048E+01
  0.52000000E+00  0.32091128E+00  0.24594172E+01
  0.53000000E+00  0.31548249E+00  0.25361528E+01
  0.54000000E+00  0.30980424E+00  0.26147524E+01
  0.55000000E+00  0.30386484E+00  0.26952556E+01
  0.56000000E+00  0.29765200E+00  0.27777016E+01
  0.57000000E+00  0.29115288E+00  0.28621287E+01
  0.58000000E+00  0.28435398E+00  0.29485747E+01
  0.59000000E+00  0.27724127E+00  0.30370771E+01
  0.60000000E+00  0.26980007E+00  0.31276732E+01
  0.61000000E+00  0.26201516E+00  0.32204004E+01
  0.62000000E+00  0.25387078E+00  0.33152968E+01
  0.63000000E+00  0.24535071E+00  0.34124019E+01
  0.64000000E+00  0.23643831E+00  0.35117569E+01
  0.65000000E+00  0.22711671E+00  0.36134061E+01
  0.66000000E+00  0.21736892E+00  0.37173977E+01
  0.67000000E+00  0.20717811E+00  0.38237853E+01
  0.68000000E+00  0.19652787E+00  0.39326293E+01
  0.69000000E+00  0.18540271E+00  0.40439989E+01
  0.70000000E+00  0.17378858E+00  0.41579742E+01
  0.71000000E+00  0.16167367E+00  0.42746486E+01
  0.72000000E+00  0.14904946E+00  0.43941320E+01
  0.73000000E+00  0.13591212E+00  0.45165555E+01
  0.74000000E+00  0.12226449E+00  0.46420778E+01
  0.75000000E+00  0.10811879E+00  0.47708931E+01
  0.76000000E+00  0.93500377E-01  0.49032403E+01
  0.77000000E+00  0.78453149E-01  0.50394082E+01
  0.78000000E+00  0.63047395E-01  0.51797304E+01
  0.79000000E+00  0.47391425E-01  0.53245692E+01
  0.80000000E+00  0.31649365E-01  0.54743126E+01
  0.81000000E+00  0.16069338E-01  0.56294428E+01
  0.82000000E+00  0.10300602E-02  0.57907589E+01
