  0.00000000E+00  0.16924175E+02  0.48398785E-15
  0.10000000E-01  0.16936416E+02 -0.19047021E+01
  0.20000000E-01  0.16973153E+02 -0.38095289E+01
  0.30000000E-01  0.17034436E+02 -0.57146051E+01
  0.40000000E-01  0.17120346E+02 -0.76200550E+01
  0.50000000E-01  0.17230998E+02 -0.95260024E+01
  0.60000000E-01  0.17366538E+02 -0.11432571E+02
  0.70000000E-01  0.17527146E+02 -0.13339882E+02
  0.80000000E-01  0.17713034E+02 -0.15248058E+02
  0.90000000E-01  0.17924448E+02 -0.17157220E+02
  0.10000000E+00  0.18161667E+02 -0.19067485E+02
  0.11000000E+00  0.18425002E+02 -0.20978973E+02
  0.12000000E+00  0.18714799E+02 -0.22891799E+02
  0.13000000E+00  0.19031437E+02 -0.24806078E+02
  0.14000000E+00  0.19375327E+02 -0.26721921E+02
  0.15000000E+00  0.19746916E+02 -0.28639439E+02
  0.16000000E+00  0.20146685E+02 -0.30558740E+02
  0.17000000E+00  0.20575148E+02 -0.32479929E+02
  0.18000000E+00  0.21032854E+02 -0.34403108E+02
  0.19000000E+00  0.21520385E+02 -0.36328375E+02
  0.20000000E+00  0.22038361E+02 -0.38255828E+02
  0.21000000E+00  0.22587434E+02 -0.40185558E+02
  0.22000000E+00  0.23168291E+02 -0.42117652E+02
  0.23000000E+00  0.23781657E+02 -0.44052197E+02
  0.24000000E+00  0.24428287E+02 -0.45989270E+02
  0.25000000E+00  0.25108976E+02 -0.47928947E+02
  0.26000000E+00  0.25824553E+02 -0.49871298E+02
  0.27000000E+00  0.26575881E+02 -0.51816386E+02
  0.28000000E+00  0.27363859E+02 -0.53764270E+02
  0.29000000E+00  0.28189422E+02 -0.55715001E+02
  0.30000000E+00  0.29053540E+02 -0.57668624E+02
  0.31000000E+00  0.29957218E+02 -0.59625179E+02
  0.32000000E+00  0.30901495E+02 -0.61584694E+02
  0.33000000E+00  0.31887446E+02 -0.63547191E+02
  0.34000000E+00  0.32916181E+02 -0.65512685E+02
  0.35000000E+00  0.33988842E+02 -0.67481178E+02
  0.36000000E+00  0.35106609E+02 -0.69452665E+02
  0.37000000E+00  0.36270690E+02 -0.71427129E+02
  0.38000000E+00  0.37482331E+02 -0.73404543E+02
  0.39000000E+00  0.38742808E+02 -0.75384867E+02
  0.40000000E+00  0.40053430E+02 -0.77368047E+02
  0.41000000E+00  0.41415536E+02 -0.79354019E+02
  0.42000000E+00  0.42830498E+02 -0.81342701E+02
  0.43000000E+00  0.44299717E+02 -0.83333998E+02
  0.44000000E+00  0.45824622E+02 -0.85327798E+02
  0.45000000E+00  0.47406671E+02 -0.87323971E+02
  0.46000000E+00  0.49047352E+02 -0.89322370E+02
  0.47000000E+00  0.50748175E+02 -0.91322829E+02
  0.48000000E+00  0.52510679E+02 -0.93325158E+02
  0.49000000E+00  0.54336426E+02 -0.95329150E+02
  0.50000000E+00  0.56227003E+02 -0.97334569E+02
  0.51000000E+00  0.58184017E+02 -0.99341160E+02
  0.52000000E+00  0.60209097E+02 -0.10134864E+03
  0.53000000E+00  0.62303893E+02 -0.10335669E+03
  0.54000000E+00  0.64470074E+02 -0.10536498E+03
  0.55000000E+00  0.66709325E+02 -0.10737313E+03
  0.56000000E+00  0.69023350E+02 -0.10938074E+03
  0.57000000E+00  0.71413865E+02 -0.11138737E+03
  0.58000000E+00  0.73882604E+02 -0.11339254E+03
  0.59000000E+00  0.76431312E+02 -0.11539573E+03
  0.60000000E+00  0.79061748E+02 -0.11739639E+03
  0.61000000E+00  0.81775682E+02 -0.11939392E+03
  0.62000000E+00  0.84574893E+02 -0.12138766E+03
  0.63000000E+00  0.87461173E+02 -0.12337692E+03
  0.64000000E+00  0.90436324E+02 -0.12536095E+03
  0.65000000E+00  0.93502156E+02 -0.12733894E+03
  0.66000000E+00  0.96660490E+02 -0.12931003E+03
  0.67000000E+00  0.99913159E+02 -0.13127329E+03
  0.68000000E+00  0.10326201E+03 -0.13322773E+03
  0.69000000E+00  0.10670890E+03 -0.13517228E+03
  0.70000000E+00  0.11025570E+03 -0.13710580E+03
  0.71000000E+00  0.11390432E+03 -0.13902707E+03
  0.72000000E+00  0.11765667E+03 -0.14093478E+03
  0.73000000E+00  0.12151470E+03 -0.14282753E+03
  0.74000000E+00  0.12548041E+03 -0.14470382E+03
  0.75000000E+00  0.12955581E+03 -0.14656201E+03
  0.76000000E+00  0.13374297E+03 -0.14840039E+03
  0.77000000E+00  0.13804403E+03 -0.15021705E+03
  0.78000000E+00  0.14246122E+03 -0.15200998E+03
  0.79000000E+00  0.14699693E+03 -0.15377695E+03
  0.80000000E+00  0.15165372E+03 -0.15551553E+03
  0.81000000E+00  0.15643439E+03 -0.15722304E+03
  0.82000000E+00  0.16134174E+03 -0.15889646E+03
  0.83000000E+00  0.16637832E+03 -0.16053233E+03
  0.84000000E+00  0.17154639E+03 -0.16212655E+03
  0.85000000E+00  0.17685134E+03 -0.16367392E+03
  0.86000000E+00  0.18230806E+03 -0.16516639E+03
