  0.00000000E+00  0.16973424E+02  0.25905003E-15
  0.10000000E-01  0.16985636E+02 -0.19186924E+01
  0.20000000E-01  0.17022286E+02 -0.38375099E+01
  0.30000000E-01  0.17083425E+02 -0.57565772E+01
  0.40000000E-01  0.17169133E+02 -0.76760188E+01
  0.50000000E-01  0.17279524E+02 -0.95959589E+01
  0.60000000E-01  0.17414745E+02 -0.11516521E+02
  0.70000000E-01  0.17574974E+02 -0.13437828E+02
  0.80000000E-01  0.17760425E+02 -0.15360001E+02
  0.90000000E-01  0.17971342E+02 -0.17283161E+02
  0.10000000E+00  0.18208002E+02 -0.19207428E+02
  0.11000000E+00  0.18470718E+02 -0.21132919E+02
  0.12000000E+00  0.18759834E+02 -0.23059752E+02
  0.13000000E+00  0.19075727E+02 -0.24988040E+02
  0.14000000E+00  0.19418809E+02 -0.26917896E+02
  0.15000000E+00  0.19789527E+02 -0.28849430E+02
  0.16000000E+00  0.20188359E+02 -0.30782751E+02
  0.17000000E+00  0.20615819E+02 -0.32717965E+02
  0.18000000E+00  0.21072455E+02 -0.34655172E+02
  0.19000000E+00  0.21558850E+02 -0.36594474E+02
  0.20000000E+00  0.22075620E+02 -0.38535966E+02
  0.21000000E+00  0.22623419E+02 -0.40479741E+02
  0.22000000E+00  0.23202932E+02 -0.42425887E+02
  0.23000000E+00  0.23814881E+02 -0.44374490E+02
  0.24000000E+00  0.24460025E+02 -0.46325628E+02
  0.25000000E+00  0.25139156E+02 -0.48279378E+02
  0.26000000E+00  0.25853102E+02 -0.50235809E+02
  0.27000000E+00  0.26602727E+02 -0.52194986E+02
  0.28000000E+00  0.27388929E+02 -0.54156968E+02
  0.29000000E+00  0.28212643E+02 -0.56121808E+02
  0.30000000E+00  0.29074838E+02 -0.58089550E+02
  0.31000000E+00  0.29976520E+02 -0.60060234E+02
  0.32000000E+00  0.30918730E+02 -0.62033891E+02
  0.33000000E+00  0.31902541E+02 -0.64010542E+02
  0.34000000E+00  0.32929064E+02 -0.65990203E+02
  0.35000000E+00  0.33999444E+02 -0.67972878E+02
  0.36000000E+00  0.35114860E+02 -0.69958561E+02
  0.37000000E+00  0.36276522E+02 -0.71947238E+02
  0.38000000E+00  0.37485678E+02 -0.73938882E+02
  0.39000000E+00  0.38743606E+02 -0.75933453E+02
  0.40000000E+00  0.40051616E+02 -0.77930900E+02
  0.41000000E+00  0.41411051E+02 -0.79931159E+02
  0.42000000E+00  0.42823285E+02 -0.81934149E+02
  0.43000000E+00  0.44289720E+02 -0.83939778E+02
  0.44000000E+00  0.45811791E+02 -0.85947934E+02
  0.45000000E+00  0.47390958E+02 -0.87958489E+02
  0.46000000E+00  0.49028712E+02 -0.89971298E+02
  0.47000000E+00  0.50726569E+02 -0.91986194E+02
  0.48000000E+00  0.52486070E+02 -0.94002992E+02
  0.49000000E+00  0.54308782E+02 -0.96021485E+02
  0.50000000E+00  0.56196296E+02 -0.98041440E+02
  0.51000000E+00  0.58150223E+02 -0.10006260E+03
  0.52000000E+00  0.60172198E+02 -0.10208469E+03
  0.53000000E+00  0.62263875E+02 -0.10410740E+03
  0.54000000E+00  0.64426926E+02 -0.10613038E+03
  0.55000000E+00  0.66663041E+02 -0.10815328E+03
  0.56000000E+00  0.68973928E+02 -0.11017568E+03
  0.57000000E+00  0.71361309E+02 -0.11219715E+03
  0.58000000E+00  0.73826920E+02 -0.11421721E+03
  0.59000000E+00  0.76372509E+02 -0.11623536E+03
  0.60000000E+00  0.78999838E+02 -0.11825103E+03
  0.61000000E+00  0.81710679E+02 -0.12026363E+03
  0.62000000E+00  0.84506814E+02 -0.12227252E+03
  0.63000000E+00  0.87390035E+02 -0.12427700E+03
  0.64000000E+00  0.90362142E+02 -0.12627632E+03
  0.65000000E+00  0.93424947E+02 -0.12826968E+03
  0.66000000E+00  0.96580268E+02 -0.13025623E+03
  0.67000000E+00  0.99829933E+02 -0.13223504E+03
