  0.00000000E+00  0.15884873E+02 -0.94925373E-15
  0.10000000E-01  0.15897956E+02 -0.22078378E+01
  0.20000000E-01  0.15937224E+02 -0.44158727E+01
  0.30000000E-01  0.16002734E+02 -0.66243016E+01
  0.40000000E-01  0.16094582E+02 -0.88333210E+01
  0.50000000E-01  0.16212903E+02 -0.11043127E+02
  0.60000000E-01  0.16357870E+02 -0.13253916E+02
  0.70000000E-01  0.16529696E+02 -0.15465882E+02
  0.80000000E-01  0.16728631E+02 -0.17679219E+02
  0.90000000E-01  0.16954966E+02 -0.19894120E+02
  0.10000000E+00  0.17209033E+02 -0.22110776E+02
  0.11000000E+00  0.17491203E+02 -0.24329379E+02
  0.12000000E+00  0.17801887E+02 -0.26550117E+02
  0.13000000E+00  0.18141538E+02 -0.28773176E+02
  0.14000000E+00  0.18510652E+02 -0.30998741E+02
  0.15000000E+00  0.18909767E+02 -0.33226996E+02
  0.16000000E+00  0.19339463E+02 -0.35458120E+02
  0.17000000E+00  0.19800364E+02 -0.37692291E+02
  0.18000000E+00  0.20293140E+02 -0.39929684E+02
  0.19000000E+00  0.20818506E+02 -0.42170471E+02
  0.20000000E+00  0.21377223E+02 -0.44414818E+02
  0.21000000E+00  0.21970098E+02 -0.46662892E+02
  0.22000000E+00  0.22597988E+02 -0.48914851E+02
  0.23000000E+00  0.23261798E+02 -0.51170852E+02
  0.24000000E+00  0.23962485E+02 -0.53431046E+02
  0.25000000E+00  0.24701056E+02 -0.55695577E+02
  0.26000000E+00  0.25478569E+02 -0.57964586E+02
  0.27000000E+00  0.26296139E+02 -0.60238208E+02
  0.28000000E+00  0.27154932E+02 -0.62516568E+02
  0.29000000E+00  0.28056173E+02 -0.64799788E+02
  0.30000000E+00  0.29001143E+02 -0.67087979E+02
  0.31000000E+00  0.29991181E+02 -0.69381246E+02
  0.32000000E+00  0.31027688E+02 -0.71679685E+02
  0.33000000E+00  0.32112123E+02 -0.73983379E+02
  0.34000000E+00  0.33246010E+02 -0.76292406E+02
  0.35000000E+00  0.34430937E+02 -0.78606828E+02
  0.36000000E+00  0.35668555E+02 -0.80926698E+02
  0.37000000E+00  0.36960582E+02 -0.83252054E+02
