  0.00000000E+00  0.45547540E+01
  0.56340304E-03  0.45548514E+01
  0.11268061E-02  0.45548533E+01
  0.16902091E-02  0.45547595E+01
  0.22536122E-02  0.45545698E+01
  0.28170152E-02  0.45542840E+01
  0.33804183E-02  0.45539021E+01
  0.39438213E-02  0.45534237E+01
  0.45072244E-02  0.45528490E+01
  0.50706274E-02  0.45521778E+01
  0.56340304E-02  0.45514102E+01
  0.61974335E-02  0.45505461E+01
  0.67608365E-02  0.45495856E+01
  0.73242396E-02  0.45485288E+01
  0.78876426E-02  0.45473755E+01
  0.84510457E-02  0.45461261E+01
  0.90144487E-02  0.45447805E+01
  0.95778518E-02  0.45433388E+01
  0.10141255E-01  0.45418012E+01
  0.10704658E-01  0.45401678E+01
  0.11268061E-01  0.45384388E+01
  0.11831464E-01  0.45366143E+01
  0.12394867E-01  0.45346945E+01
  0.12958270E-01  0.45326796E+01
  0.13521673E-01  0.45305699E+01
  0.14085076E-01  0.45283656E+01
  0.14648479E-01  0.45260669E+01
  0.15211882E-01  0.45236742E+01
  0.15775285E-01  0.45211876E+01
  0.16338688E-01  0.45186075E+01
  0.16902091E-01  0.45159342E+01
  0.17465494E-01  0.45131680E+01
  0.18028897E-01  0.45103092E+01
  0.18592300E-01  0.45073582E+01
  0.19155704E-01  0.45043154E+01
  0.19719107E-01  0.45011811E+01
  0.20282510E-01  0.44979557E+01
  0.20845913E-01  0.44946396E+01
  0.21409316E-01  0.44912332E+01
  0.21972719E-01  0.44877370E+01
  0.22536122E-01  0.44841513E+01
  0.23099525E-01  0.44804767E+01
  0.23662928E-01  0.44767135E+01
  0.24226331E-01  0.44728622E+01
  0.24789734E-01  0.44689234E+01
  0.25353137E-01  0.44648976E+01
  0.25916540E-01  0.44607851E+01
  0.26479943E-01  0.44565867E+01
  0.27043346E-01  0.44523027E+01
  0.27606749E-01  0.44479338E+01
  0.28170152E-01  0.44434806E+01
  0.28733555E-01  0.44389434E+01
  0.29296958E-01  0.44343231E+01
  0.29860361E-01  0.44296201E+01
  0.30423764E-01  0.44248351E+01
  0.30987167E-01  0.44199686E+01
  0.31550571E-01  0.44150214E+01
  0.32113974E-01  0.44099940E+01
  0.32677377E-01  0.44048870E+01
  0.33240780E-01  0.43997012E+01
  0.33804183E-01  0.43944371E+01
  0.34367586E-01  0.43890956E+01
  0.34930989E-01  0.43836771E+01
  0.35494392E-01  0.43781825E+01
  0.36057795E-01  0.43726124E+01
  0.36621198E-01  0.43669675E+01
  0.37184601E-01  0.43612486E+01
  0.37748004E-01  0.43554563E+01
  0.38311407E-01  0.43495913E+01
  0.38874810E-01  0.43436545E+01
  0.39438213E-01  0.43376465E+01
  0.40001616E-01  0.43315681E+01
  0.40565019E-01  0.43254200E+01
  0.41128422E-01  0.43192030E+01
  0.41691825E-01  0.43129179E+01
  0.42255228E-01  0.43065653E+01
  0.42818631E-01  0.43001461E+01
  0.43382034E-01  0.42936611E+01
  0.43945437E-01  0.42871110E+01
  0.44508841E-01  0.42804966E+01
  0.45072244E-01  0.42738187E+01
  0.45635647E-01  0.42670781E+01
  0.46199050E-01  0.42602756E+01
  0.46762453E-01  0.42534120E+01
  0.47325856E-01  0.42464880E+01
  0.47889259E-01  0.42395045E+01
  0.48452662E-01  0.42324623E+01
  0.49016065E-01  0.42253622E+01
  0.49579468E-01  0.42182051E+01
  0.50142871E-01  0.42109916E+01
  0.50706274E-01  0.42037227E+01
  0.51269677E-01  0.41963992E+01
  0.51833080E-01  0.41890219E+01
  0.52396483E-01  0.41815915E+01
  0.52959886E-01  0.41741091E+01
  0.53523289E-01  0.41665753E+01
  0.54086692E-01  0.41589910E+01
  0.54650095E-01  0.41513571E+01
  0.55213498E-01  0.41436744E+01
  0.55776901E-01  0.41359438E+01
  0.56340304E-01  0.41281660E+01
  0.56903708E-01  0.41203419E+01
  0.57467111E-01  0.41124725E+01
  0.58030514E-01  0.41045585E+01
  0.58593917E-01  0.40966008E+01
  0.59157320E-01  0.40886003E+01
  0.59720723E-01  0.40805579E+01
  0.60284126E-01  0.40724745E+01
  0.60847529E-01  0.40643510E+01
  0.61410932E-01  0.40561885E+01
  0.61974335E-01  0.40479879E+01
  0.62537738E-01  0.40397504E+01
  0.63101141E-01  0.40314772E+01
  0.63664544E-01  0.40231699E+01
  0.64227947E-01  0.40148301E+01
  0.64791350E-01  0.40064603E+01
  0.65354753E-01  0.39980638E+01
  0.65918156E-01  0.39896457E+01
  0.66481559E-01  0.39812144E+01
  0.67044962E-01  0.39727848E+01
  0.67608365E-01  0.39643858E+01
  0.68171768E-01  0.39560748E+01
  0.68735171E-01  0.39479525E+01
  0.69298575E-01  0.39400418E+01
  0.69861978E-01  0.39316773E+01
  0.70425381E-01  0.39222866E+01
  0.70988784E-01  0.39128094E+01
  0.71552187E-01  0.39036071E+01
  0.72115590E-01  0.38945751E+01
  0.72678993E-01  0.38856257E+01
  0.73242396E-01  0.38767187E+01
  0.73805799E-01  0.38678338E+01
  0.74369202E-01  0.38589557E+01
  0.74932605E-01  0.38500708E+01
  0.75496008E-01  0.38411698E+01
  0.76059411E-01  0.38322477E+01
  0.76622814E-01  0.38233031E+01
  0.77186217E-01  0.38143361E+01
  0.77749620E-01  0.38053477E+01
  0.78313023E-01  0.37963390E+01
  0.78876426E-01  0.37873114E+01
  0.79439829E-01  0.37782663E+01
  0.80003232E-01  0.37692052E+01
  0.80566635E-01  0.37601297E+01
  0.81130038E-01  0.37510421E+01
  0.81693441E-01  0.37419442E+01
  0.82256845E-01  0.37328361E+01
  0.82820248E-01  0.37237108E+01
  0.83383651E-01  0.37145532E+01
  0.83947054E-01  0.37053583E+01
  0.84510457E-01  0.36961414E+01
  0.85073860E-01  0.36869163E+01
  0.85637263E-01  0.36776866E+01
  0.86200666E-01  0.36684514E+01
  0.86764069E-01  0.36592092E+01
  0.87327472E-01  0.36499592E+01
  0.87890875E-01  0.36407009E+01
  0.88454278E-01  0.36314343E+01
  0.89017681E-01  0.36221594E+01
  0.89581084E-01  0.36128764E+01
  0.90144487E-01  0.36035856E+01
  0.90707890E-01  0.35942874E+01
  0.91271293E-01  0.35849820E+01
  0.91834696E-01  0.35756700E+01
  0.92398099E-01  0.35663516E+01
  0.92961502E-01  0.35570274E+01
  0.93524905E-01  0.35476976E+01
  0.94088308E-01  0.35383628E+01
  0.94651712E-01  0.35290234E+01
  0.95215115E-01  0.35196798E+01
  0.95778518E-01  0.35103325E+01
  0.96341921E-01  0.35009820E+01
  0.96905324E-01  0.34916287E+01
  0.97468727E-01  0.34822731E+01
  0.98032130E-01  0.34729156E+01
  0.98595533E-01  0.34635568E+01
  0.99158936E-01  0.34541971E+01
  0.99722339E-01  0.34448369E+01
  0.10028574E+00  0.34354767E+01
  0.10084915E+00  0.34261168E+01
  0.10141255E+00  0.34167578E+01
  0.10197595E+00  0.34073998E+01
  0.10253935E+00  0.33980433E+01
  0.10310276E+00  0.33886885E+01
  0.10366616E+00  0.33793358E+01
  0.10422956E+00  0.33699853E+01
  0.10479297E+00  0.33606372E+01
  0.10535637E+00  0.33512917E+01
  0.10591977E+00  0.33419489E+01
  0.10648318E+00  0.33326087E+01
  0.10704658E+00  0.33232712E+01
  0.10760998E+00  0.33139363E+01
  0.10817338E+00  0.33046036E+01
  0.10873679E+00  0.32952729E+01
  0.10930019E+00  0.32859435E+01
  0.10986359E+00  0.32766148E+01
  0.11042700E+00  0.32672857E+01
  0.11099040E+00  0.32579548E+01
  0.11155380E+00  0.32486206E+01
  0.11211721E+00  0.32392815E+01
  0.11268061E+00  0.32299371E+01
  0.11324401E+00  0.32205893E+01
  0.11380742E+00  0.32112449E+01
  0.11437082E+00  0.32019169E+01
  0.11493422E+00  0.31926210E+01
  0.11549762E+00  0.31833670E+01
  0.11606103E+00  0.31741514E+01
  0.11662443E+00  0.31649612E+01
  0.11718783E+00  0.31557827E+01
  0.11775124E+00  0.31466071E+01
  0.11831464E+00  0.31374303E+01
  0.11887804E+00  0.31282514E+01
  0.11944145E+00  0.31190713E+01
  0.12000485E+00  0.31098912E+01
  0.12056825E+00  0.31007121E+01
  0.12113165E+00  0.30915354E+01
  0.12169506E+00  0.30823619E+01
  0.12225846E+00  0.30731925E+01
  0.12282186E+00  0.30640280E+01
  0.12338527E+00  0.30548690E+01
  0.12394867E+00  0.30457165E+01
  0.12451207E+00  0.30365713E+01
  0.12507548E+00  0.30274347E+01
  0.12563888E+00  0.30183081E+01
  0.12620228E+00  0.30091932E+01
  0.12676569E+00  0.30000920E+01
  0.12732909E+00  0.29910065E+01
  0.12789249E+00  0.29819385E+01
  0.12845589E+00  0.29728895E+01
  0.12901930E+00  0.29638604E+01
  0.12958270E+00  0.29548510E+01
  0.13014610E+00  0.29458609E+01
  0.13070951E+00  0.29368886E+01
  0.13127291E+00  0.29279324E+01
  0.13183631E+00  0.29189902E+01
  0.13239972E+00  0.29100594E+01
  0.13296312E+00  0.29011373E+01
  0.13352652E+00  0.28922203E+01
  0.13408992E+00  0.28833043E+01
  0.13465333E+00  0.28743847E+01
  0.13521673E+00  0.28654563E+01
  0.13578013E+00  0.28565136E+01
  0.13634354E+00  0.28475515E+01
  0.13690694E+00  0.28385656E+01
  0.13747034E+00  0.28295529E+01
  0.13803375E+00  0.28205120E+01
  0.13859715E+00  0.28114437E+01
  0.13916055E+00  0.28023502E+01
  0.13972396E+00  0.27932357E+01
  0.14028736E+00  0.27841048E+01
  0.14085076E+00  0.27749629E+01
  0.14141416E+00  0.27658151E+01
  0.14197757E+00  0.27566661E+01
  0.14254097E+00  0.27475198E+01
  0.14310437E+00  0.27383793E+01
  0.14366778E+00  0.27292470E+01
  0.14423118E+00  0.27201245E+01
  0.14479458E+00  0.27110129E+01
  0.14535799E+00  0.27019126E+01
  0.14592139E+00  0.26928239E+01
  0.14648479E+00  0.26837468E+01
  0.14704819E+00  0.26746809E+01
  0.14761160E+00  0.26656260E+01
  0.14817500E+00  0.26565816E+01
  0.14873840E+00  0.26475472E+01
  0.14930181E+00  0.26385224E+01
  0.14986521E+00  0.26295067E+01
  0.15042861E+00  0.26204996E+01
  0.15099202E+00  0.26115007E+01
  0.15155542E+00  0.26025096E+01
  0.15211882E+00  0.25935259E+01
  0.15268223E+00  0.25845492E+01
  0.15324563E+00  0.25755792E+01
  0.15380903E+00  0.25666155E+01
  0.15437243E+00  0.25576579E+01
  0.15493584E+00  0.25487061E+01
  0.15549924E+00  0.25397599E+01
  0.15606264E+00  0.25308189E+01
  0.15662605E+00  0.25218830E+01
